"geneID","PS","PR","Tsil","Trepl","FS","FR","nout","npop","BSnIPRE.class","BSnIPRE.est","BSnIPRE.lbound","BSnIPRE.ubound","BSnIPRE.pneg","BSnIPRE.Rest","BSnIPRE.Rlbound","BSnIPRE.Rubound","BSnIPRE.Rclass","BSnIPRE.tau","BSnIPRE.theta","BSnIPRE.gamma","BSnIPRE.f","BSnIPRE.f.lb","BSnIPRE.f.ub","BSnIPRE.f.class"
"PF3D7_0105100",2,1,66,362,4,2,1,315,"neut",-0.448023402525686,-2.00857869318879,1.17344787683308,0.718133333333333,-1.13622540528606,-1.9803205077972,-0.366859523347234,"neg",12.056291788409,0.00294920475530153,-0.512046637962252,0.321028353716065,0.138020911661304,0.692906861669394,"neg"
"PF3D7_0105200",4,5,286,1417,8,8,1,315,"neut",-0.154083259837768,-1.33786306587323,1.06597089828835,0.594133333333333,-1.23941863363641,-1.92479873571381,-0.624869168079617,"neg",9.25745827937707,0.00229927344544906,-0.188046498704867,0.289550086122107,0.145904140393491,0.535317763003138,"neg"
"PF3D7_0105300",1,0,87,398,0,3,1,315,"neut",1.34626014706122,-0.568667677332162,3.35915444467548,0.0864,-1.74784711781127,-2.76067709952204,-0.873737618703106,"neg",1.88039200172317,0.00212751191849432,3.33705922626005,0.17417018595819,0.0632478424633403,0.417388431748989,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.664078744308753,-2.1651114448479,1.04009852829923,0.794133333333333,-0.937972165195517,-1.77933999568859,-0.211723900943859,"neg",7.60685712393215,0.00366156223547945,-0.754978970967379,0.391421063233497,0.168738559066745,0.809187938877149,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.667344875253535,-2.27510728944167,1.02467523056176,0.781333333333333,-0.955741725250715,-1.78317047138325,-0.199951543310045,"neg",7.60336500760883,0.00362888148192321,-0.758367163269781,0.384548691295362,0.16809815390069,0.818770247494935,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.666421646819556,-2.25872431884245,0.932829497048522,0.786666666666667,-0.963841086117142,-1.77696929232435,-0.202562058005176,"neg",7.82262343727279,0.00359557510400345,-0.755837160459831,0.381414813579239,0.169136308324765,0.816635633030017,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.605342614902101,-2.19531816869176,0.987811579658545,0.781066666666667,-0.982301507157943,-1.76144345851258,-0.236042137272805,"neg",7.54433887846178,0.00362494135342875,-0.694239155383272,0.374449943383191,0.17176753095634,0.789767172685879,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.622945053470556,-2.16897507387153,0.962718465887639,0.7768,-0.962665028921385,-1.73285758314238,-0.222786674438788,"neg",7.6537336418586,0.00371284896078667,-0.71192982160899,0.38185867202315,0.176792070088405,0.800285422893316,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.648377834539635,-2.20232218230936,0.976676611287329,0.799466666666667,-0.972217870542573,-1.75152248524373,-0.251763792045825,"neg",7.57748273952971,0.00368945647065151,-0.738913124520754,0.378243873539294,0.173533763405527,0.777432418991708,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.687974031054081,-2.22812126577974,0.855552364373909,0.8,-0.948617241099416,-1.71607342764522,-0.156137903617088,"neg",7.25294924724435,0.00364924457310669,-0.782382755074564,0.387282597072331,0.179777980366562,0.855440488560163,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.638830852410727,-2.19766801677957,0.942719150852466,0.785333333333333,-0.962625455102911,-1.75379952475969,-0.206098317027664,"neg",7.40888774191449,0.00368818939777813,-0.730197172465111,0.381873621457234,0.173140749876568,0.813752908972936,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.692522984670554,-2.18316106665795,0.939648236624594,0.802933333333333,-0.948639235120379,-1.74229742546849,-0.206306140652883,"neg",7.55695198996625,0.00368408971466896,-0.784661768714994,0.387274112850126,0.175135981391893,0.81358381003716,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.648474508189608,-2.25544303601219,0.969409851219998,0.794666666666667,-0.959472277521818,-1.71349305091329,-0.193913737695809,"neg",7.47197478815633,0.00372177437551263,-0.739783522878252,0.383067650398186,0.180241728823287,0.823728747982883,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.650795913980207,-2.32981904963743,0.925295311283217,0.792533333333333,-0.945017686418051,-1.68684747028261,-0.115906739016862,"neg",7.40454050411294,0.00366356572752729,-0.742675589778605,0.388674823070589,0.185103918611117,0.890555991583827,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.643305427236007,-2.18729982392535,0.989171340260609,0.785333333333333,-0.957927172836709,-1.76639724361964,-0.191707105667454,"neg",7.45993345975054,0.00376985263061915,-0.734485610509424,0.383715853689835,0.170923037377792,0.825548407910363,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.61580128577646,-2.23035057972107,1.09114448674384,0.763733333333333,-0.969449266844312,-1.7806229587085,-0.213716979006352,"neg",7.49850352466236,0.00361052995559452,-0.705516955579635,0.379292354177143,0.168523753327445,0.807576773638476,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.65158984023337,-2.15486338866811,0.844982315705866,0.797066666666667,-0.952550767015439,-1.67501505933532,-0.213182075131146,"neg",7.77194423963867,0.00371537940446142,-0.740875375612436,0.385769601280865,0.187306147964783,0.808008864287199,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.62138613378185,-2.17871428606178,1.08115057079566,0.7752,-0.977453150591513,-1.76121176952784,-0.177434883317912,"neg",7.29197814130135,0.00363718030916344,-0.712841276982447,0.376269272239867,0.171807141478751,0.83741517355666,"neg"
"PF3D7_0105400",2,3,69,350,3,2,1,315,"neut",-0.641917375787836,-2.15378779047679,0.980053015046482,0.781066666666667,-0.954349986475295,-1.77071431356984,-0.207285932421136,"neg",7.47492500489084,0.00367826634910699,-0.732932377205933,0.385080479118217,0.170190872120283,0.812787060293718,"neg"
"PF3D7_0105500",2,3,176,855,6,18,1,315,"neut",0.78728327911095,-0.404744661571102,2.00042789867278,0.0928,-1.54938343311023,-2.25856633514088,-0.887648730734934,"neg",15.3008803313132,0.00248081421145884,1.20346256905292,0.212378735200458,0.104500153906717,0.411622347754462,"neg"
"PF3D7_0105600",13,31,550,3118,21,29,1,315,"neut",-0.522021957170823,-1.31053449949388,0.204168667873683,0.9176,-0.92676990876649,-1.39657564974761,-0.458024851581428,"neg",9.08559351752392,0.00382909828123452,-0.598672652541712,0.395844996505109,0.2474394161717,0.632531357506144,"neg"
"PF3D7_0105700",32,153,1323,7703,188,102,1,315,"neg",-2.097907944348,-2.52104733030445,-1.71709938651231,1,-0.271106542673633,-0.566902751427639,0.0521193584482847,"neut",34.2514963633891,0.00404330582787919,-1.92241988785274,1.02384956527573,0.76169663723801,1.41455400790692,"neut"
"PF3D7_0105800",11,10,397,2080,22,36,1,315,"neut",0.290861654814911,-0.500250590568345,1.11884930793986,0.2272,-1.44324466795829,-2.01903617767867,-0.906334950129099,"neg",13.7600296243863,0.00366284164492477,0.38475408488725,0.236158426369008,0.132780133751792,0.404002131576583,"neg"
"PF3D7_0105900",5,6,216,1127,28,23,1,315,"neut",-0.653155382546312,-1.51231720455675,0.312102785921444,0.9192,-1.1097212300104,-1.78146850917955,-0.546282978345836,"neg",39.5824034326911,0.00300319286023733,-0.698185031562736,0.329650763877213,0.168382354620782,0.579093496434393,"neg"
"PF3D7_0106000",19,56,426,2294,62,49,1,315,"neg",-1.34659408310838,-1.97435988692408,-0.772560000313634,1,-0.591975980647888,-0.988964311581897,-0.167036537389431,"neg",20.5807570308569,0.00674681375624538,-1.33993018579905,0.684935833793221,0.460508762933856,1.04758453489383,"neut"
"PF3D7_0106100",5,2,202,946,2,23,1,315,"pos",2.06136545283993,0.753778346309672,3.44644131308188,8e-04,-2.05009327375738,-2.81051027228031,-1.32024811251141,"neg",5.75331541591427,0.00306932974728366,6.54084606933132,0.0871092601725231,0.0407431441820193,0.180714322429279,"neg"
"PF3D7_0106200",3,7,97,547,10,1,1,315,"neg",-1.93585964321625,-3.26628511238213,-0.667896141462644,0.997866666666667,-0.510445941254684,-1.18372155994737,0.111286187461372,"neut",18.6502456882555,0.00376453116603385,-1.83997755949701,0.797297566547069,0.406649777087876,1.48470055473356,"neut"
"PF3D7_0106300",14,18,676,3007,15,53,1,315,"pos",0.975851642841306,0.239291835963422,1.76977641647722,0.0072,-1.44018074095411,-1.9396765211319,-0.955425635836813,"neg",6.27645807385302,0.00355259198489027,1.68527941953321,0.192396154015774,0.116746163004122,0.312391905548858,"neg"
"PF3D7_0106400",1,6,76,392,7,5,1,315,"neut",-1.31040624684629,-2.64084839667933,0.0247961899926867,0.972533333333333,-0.639971275735227,-1.33167471065615,0.0596915744847039,"neut",21.4824385105395,0.00379617297232204,-1.30679893861713,0.527295223311716,0.264028470547016,1.06148323349517,"neut"
"PF3D7_0106500",15,60,639,3575,141,39,1,315,"neg",-2.63757608925203,-3.21561614752741,-2.05308934221489,1,-0.295185364721873,-0.729682926426705,0.14806308011482,"neut",58.3895412522838,0.00359830917123159,-2.29753824651965,1.04658343654642,0.677771903843766,1.63036108531351,"neut"
"PF3D7_0106600",0,10,145,748,7,2,1,315,"neg",-1.89018858394338,-3.25719343226333,-0.558759253837798,0.9976,-0.391865239607733,-1.06012931377784,0.2653937378353,"neut",12.8624377376368,0.00276071849556459,-1.84392640220371,0.898141239396597,0.460384163236802,1.73296340047017,"neut"
"PF3D7_0106700",13,77,675,3425,74,77,1,315,"neg",-1.42311090206989,-1.94405735389091,-0.92214825283431,1,-0.251473503894682,-0.627947630186191,0.147849438114332,"neut",25.9196845638334,0.00420050296991497,-1.39415647247738,0.970533664460708,0.6660620690604,1.44688687422482,"neut"
"PF3D7_0106800",0,2,122,519,0,2,1,315,"neut",0.60206525029306,-1.23242042328945,2.54236034948256,0.2576,-1.35005733296202,-2.25288347330941,-0.500023513262457,"neg",0.732737471085832,0.00211670820858318,1.31277213492974,0.25921998712935,0.105095695802575,0.606515078865507,"neg"
"PF3D7_0106900",13,25,333,1868,41,18,1,315,"neg",-1.61504994633013,-2.3934420558289,-0.878286909708604,1,-0.760039236298294,-1.22629753257296,-0.26246092876747,"neg",22.9187134748235,0.00477772904642878,-1.560092190197,0.597812359779375,0.375037424294006,0.983232551219275,"neg"
"PF3D7_0107000",3,0,84,419,0,2,1,315,"neut",1.34313927744035,-0.648142092328391,3.419360608607,0.0957333333333333,-1.74113719296355,-2.70736164177064,-0.881836650661095,"neg",0.35002856579918,0.0029112747957308,6.39456078174992,0.175338625087386,0.0667109079152136,0.414021677065081,"neg"
"PF3D7_0107100",7,8,243,1385,26,6,1,315,"neg",-1.6862821548048,-2.6606496036393,-0.689148916624943,0.999466666666667,-0.836991719135672,-1.44367699159101,-0.260163324562386,"neg",29.2623815113782,0.00294356863098426,-1.60525840216929,0.5570615984184,0.303691479886756,0.991792497641759,"neg"
"PF3D7_0107200",1,3,175,835,8,6,1,315,"neut",-0.499929372472,-1.81756845621038,0.798779765933926,0.757066666666667,-1.08672630161766,-1.83739751795181,-0.382183057546778,"neg",18.039627289911,0.00201338392810451,-0.557650661686831,0.337318905466848,0.159231200697688,0.682370010057406,"neg"
"PF3D7_0107300",3,5,199,997,13,7,1,315,"neut",-0.92997449798305,-2.10697122526117,0.274599242247896,0.935466666666667,-0.969807713526381,-1.63767697863329,-0.291262014952873,"neg",20.7465995216532,0.00251926919316211,-0.970551749728064,0.37915644352011,0.194432045798951,0.747323669761757,"neg"
"PF3D7_0107400",2,1,76,382,4,4,1,315,"neut",-0.0680899308303662,-1.56041237144307,1.54172514323349,0.5296,-1.28012016816608,-2.11690136985651,-0.496609581904573,"neg",12.702524242725,0.00296843344950072,-0.083256490343386,0.277996921067933,0.120402921152776,0.608589346892177,"neg"
"PF3D7_0107500",24,37,767,3579,62,97,1,315,"neut",-0.00383229021135437,-0.514776232547305,0.522461725824757,0.5056,-1.12622308799253,-1.52528574275695,-0.731534923343169,"neg",16.071682068289,0.0048385687189061,-0.00472346720802305,0.324255522402912,0.217558574244638,0.481165055027926,"neg"
"PF3D7_0107600",22,77,709,3841,133,71,1,315,"neg",-1.86759016999312,-2.34977444446195,-1.36555013088797,1,-0.465650343917062,-0.833338914899602,-0.0715803756423489,"neg",36.8179269534689,0.00494224198713359,-1.7388545144649,0.822607739693748,0.569510885208306,1.21992888272544,"neut"
"PF3D7_0107700",2,4,212,1122,16,18,1,315,"neut",-0.307163991421935,-1.2863121130919,0.780118086724732,0.705066666666667,-1.21294091412948,-1.90210130935532,-0.552741541078004,"neg",32.4046640485119,0.00219053218822656,-0.349066322212671,0.29732043268877,0.149254140213624,0.575364488797589,"neg"
"PF3D7_0107800",16,59,550,3010,117,47,1,315,"neg",-2.19272004114817,-2.74882506857302,-1.59770759628703,1,-0.379344072256419,-0.795020813992531,0.0516365398191174,"neut",45.5190634664683,0.0044950397791254,-1.97953556123747,0.92558541773494,0.61079018171922,1.42426683258281,"neut"
"PF3D7_0107900",1,4,125,699,13,13,1,315,"neut",-0.617368958108767,-1.76974606747997,0.479649227101858,0.862666666666667,-1.04144466833994,-1.7012057734824,-0.342150684716821,"neg",38.7782238189606,0.0024823334534971,-0.663812674275724,0.352973122900267,0.182467215303502,0.710226693871816,"neg"
"PF3D7_0108100",8,18,315,1643,61,33,1,315,"neg",-1.46451864407301,-2.20085567175504,-0.717602723034841,1,-0.745263027837606,-1.25180394819459,-0.216635693151189,"neg",49.564100558474,0.00374103189687574,-1.40736081963021,0.593480832062659,0.357637035701355,1.0068883256125,"neut"
"PF3D7_0108300",67,99,1035,5516,182,136,1,315,"neg",-0.800106588123677,-1.15334202816444,-0.414445824178153,1,-1.15263719572468,-1.43502808269561,-0.86055745511964,"neg",17.9416649429216,0.00914484519640851,-0.853695942952033,0.362558192866245,0.273345665041203,0.485522191326041,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.953029857991447,-0.33291455780388,2.43792826722257,0.0832,-1.4623252625806,-2.27796531086305,-0.794296006393052,"neg",8.73199156699897,0.0022681533552128,1.59196324433691,0.231695569456488,0.102478277607551,0.451897652562642,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.932893256615862,-0.473547620919694,2.43637870559771,0.0928,-1.50433942670665,-2.27167810869229,-0.757469172721584,"neg",9.3333039421789,0.0022655533272195,1.53983769918388,0.222163459708552,0.103137054584743,0.468848268092919,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.962128238100596,-0.364523120964759,2.363066827841,0.0768,-1.505895916976,-2.25466698794505,-0.770615290194715,"neg",9.5296102807668,0.00223133824273253,1.60440772769241,0.221817953225123,0.104908426042855,0.462725692222181,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.920074930812771,-0.424533548126633,2.30896331794761,0.0928,-1.48025140243982,-2.21179619636431,-0.733416278075886,"neg",9.0091045996813,0.00231684926564193,1.51437980796507,0.227579532215771,0.109503595594937,0.480260779665933,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.965532599920688,-0.304113109563856,2.36009674732351,0.0784,-1.48192526826456,-2.23861864566152,-0.773778809278128,"neg",9.12324502030724,0.00225016716003352,1.61645625742685,0.227198943672581,0.106605580857182,0.461264302061443,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.933274985188525,-0.384541851898268,2.3005315076381,0.0858666666666667,-1.48377500134047,-2.2190841095953,-0.733868184806155,"neg",9.38363167549395,0.00221444490049503,1.54020098741692,0.226779107560633,0.108708477398897,0.480043823237287,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.958920515851824,-0.432675639106217,2.30320562128338,0.0832,-1.49593486359952,-2.23951615054512,-0.760799983414997,"neg",9.22750031853937,0.00227151830508996,1.60008854823809,0.224038398311676,0.106509947079979,0.467289387214645,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.918707370287173,-0.497714446515447,2.32203919485685,0.0922666666666667,-1.49345898451195,-2.2333050760983,-0.731459414581078,"neg",9.78541843046706,0.00221198361994962,1.50402955268667,0.224593740250115,0.10717352956585,0.481201383895955,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.891665570502942,-0.459782767350215,2.39484561204855,0.0965333333333333,-1.46008130254238,-2.23231502614351,-0.736930845962508,"neg",9.2055558031818,0.00226472866337988,1.44992229544855,0.232216017415625,0.1072796862087,0.478576045469603,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.939200503639135,-0.38476735620356,2.40231230694309,0.0853333333333333,-1.47867037529631,-2.25300424796297,-0.750540622125806,"neg",9.12242448730825,0.00225748841373574,1.55617849665201,0.227939596835891,0.105083003875192,0.472107623012107,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.91889606033534,-0.388801814336187,2.53313028621034,0.0850666666666667,-1.46650707895656,-2.31988472320193,-0.750232635364094,"neg",9.0969575704203,0.00224780486821808,1.51086529591498,0.23072877654431,0.0982857807534905,0.472253031690979,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.957379662930048,-0.398948121153607,2.32725338728148,0.0789333333333333,-1.48908041335251,-2.27112096555162,-0.732738702594521,"neg",9.02295382352304,0.00228551395185404,1.59870048465317,0.22557922657839,0.10319569152002,0.480586261277057,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.937569668694368,-0.341857107064031,2.32461525942104,0.0741333333333333,-1.48978078568089,-2.24085220334782,-0.79821642276644,"neg",8.95856628403502,0.0022919041781216,1.55422993330725,0.225421303816756,0.106367742543536,0.450129621007006,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.925606315886481,-0.425663148643969,2.36852042451195,0.0888,-1.46566040785332,-2.26028497666393,-0.732548994302648,"neg",8.95183886417226,0.0022562974485847,1.52733351625739,0.230924192246191,0.104320712111909,0.480677429449753,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.964456585859657,-0.404563397029423,2.38949346839629,0.0888,-1.51499313765535,-2.26487434034658,-0.770307985042964,"neg",8.8699810360221,0.00229403025010148,1.61675529373772,0.219809282437158,0.103843048684402,0.462867898343568,"neg"
"PF3D7_0108400",0,4,169,820,2,14,1,315,"neut",0.941384651336537,-0.456994176420049,2.35556411913915,0.0882666666666667,-1.48292054247671,-2.21881392328888,-0.734892447098502,"neg",9.00231109993291,0.00230620110554335,1.56238464362257,0.226972948694471,0.108737851752814,0.479552446444991,"neg"
"PF3D7_0108500",8,14,100,421,43,22,1,315,"neg",-1.54406570711363,-2.35004336635829,-0.737155910111596,0.999733333333333,-0.601603666843173,-1.14848539321645,-0.0588562494213592,"neg",46.9960410409731,0.00888790563327275,-1.47315702624795,0.691774055890212,0.400354860097191,1.19035060378125,"neut"
