"geneID","PS","PR","Tsil","Trepl","FS","FR","nout","npop","BSnIPRE.class","BSnIPRE.est","BSnIPRE.lbound","BSnIPRE.ubound","BSnIPRE.pneg","BSnIPRE.Rest","BSnIPRE.Rlbound","BSnIPRE.Rubound","BSnIPRE.Rclass","BSnIPRE.tau","BSnIPRE.theta","BSnIPRE.gamma","BSnIPRE.f","BSnIPRE.f.lb","BSnIPRE.f.ub","BSnIPRE.f.class"
"PF3D7_0103100",8,28,676,3955,137,55,1,100,"neg",-2.15550647151228,-2.86126268066785,-1.52001256375137,1,-0.472961811980356,-1.02809695689888,0.116687029177204,"neut",91.0571281350046,0.00218513743811186,-1.98210728386466,0.908154310059044,0.521266477513454,1.6377307080647,"neut"
"PF3D7_0103200",0,6,231,1070,16,38,1,100,"neut",0.166653829393248,-0.853010725048859,1.15949685125352,0.3664,-1.08790586668207,-1.825045140529,-0.348436114468027,"neg",41.2098824207937,0.00187377059220596,0.216987752875906,0.336921238949457,0.161210299906778,0.705787603470485,"neg"
"PF3D7_0103300",11,10,427,2326,82,76,1,100,"neut",-0.41835546710227,-1.13087729405859,0.310782490400118,0.874666666666667,-1.33750760278878,-1.97115951595113,-0.718070436620225,"neg",52.4310048541654,0.00356848580009623,-0.479859957202278,0.262493121830045,0.139291937205939,0.487686616678828,"neg"
"PF3D7_0103400",14,22,743,3999,110,56,1,100,"neg",-1.33289950457318,-1.96450631280431,-0.672257463505728,1,-0.949632772432712,-1.47009298942817,-0.429737609971283,"neg",48.241912245453,0.00292069514118377,-1.34104625782345,0.503564662961775,0.299245743147708,0.846934295340982,"neg"
"PF3D7_0103500",10,36,841,4594,202,93,1,100,"neg",-2.00573726204072,-2.60523831034034,-1.40972433336155,1,-0.458989640967483,-0.984485746014939,0.0753058721690788,"neut",101.576307557465,0.00232704193715801,-1.86584182664747,0.90331723868724,0.534085505331649,1.5412866128267,"neut"
"PF3D7_0103600",8,41,673,3751,156,70,1,100,"neg",-2.30586756022173,-2.91383618809907,-1.69894798925459,1,-0.214046835879021,-0.724143431168266,0.307076893093643,"neut",91.6497537745726,0.00249292063582962,-2.09471548230308,1.19812602546131,0.719430968778048,2.0175807238304,"neut"
"PF3D7_0103700",5,8,255,1349,28,23,1,100,"neut",-0.88793500838753,-1.84636046223559,0.0394987226937607,0.9696,-0.927199623714536,-1.62460184372223,-0.209019525128999,"neg",36.5213117588699,0.00282349431647204,-0.950219144054035,0.395673987306771,0.196993175811437,0.811379217176197,"neg"
"PF3D7_0103800",1,0,229,910,2,22,1,100,"pos",2.14303785780752,0.791945665847519,3.72622537619636,0.000266666666666667,-2.16712258831032,-3.1750964423488,-1.29882470116181,"neg",17.1746359696469,0.00110387143660129,7.04267969025311,0.0723777488690105,0.0264445779527612,0.172495538083059,"neg"
"PF3D7_0103900",2,3,277,1435,39,42,1,100,"neut",-0.367553994523962,-1.36438780594179,0.610594380220774,0.7656,-1.22805688047961,-2.02623104792557,-0.442775145745284,"neg",95.8613103161112,0.00144547100467538,-0.423192638667398,0.292859306134776,0.131828360622175,0.642251312112388,"neg"
"PF3D7_0104100",6,71,419,1953,64,34,1,100,"neg",-2.71083680510569,-3.34438645831043,-2.01818876411526,1,0.411226135411283,-0.0880180248228531,0.922061072958302,"neut",35.6554018869907,0.00429852507086025,-2.4595171799338,2.36659842147786,1.43650613557399,3.94439378567605,"pos"
"PF3D7_0104200",3,6,240,1145,33,21,1,100,"neg",-1.16656116796704,-2.13081548690234,-0.144964069283857,0.9872,-0.82727028815205,-1.55642146335307,-0.140882381501589,"neg",59.2510847511796,0.00219560729461901,-1.19366623736186,0.553372674529855,0.266902562187772,1.09935003623185,"neut"
"PF3D7_0104300",26,72,1562,8754,322,221,1,100,"neg",-1.40370416730853,-1.87213248854798,-0.956273460836575,1,-0.694916737912735,-1.08493882801854,-0.269472729388556,"neg",64.4485516707443,0.00314041184154411,-1.39476518257636,0.656218391173846,0.444286396720637,1.00417533841588,"neut"
"PF3D7_0104400",0,2,289,1303,45,50,1,100,"neut",-0.155558649074846,-1.13282096859256,0.841160171020673,0.6288,-1.26117811815249,-2.08699018543916,-0.473872447705874,"neg",160.480168920042,0.000952738025791319,-0.186253772029914,0.283315733019432,0.124058199108453,0.622586019915614,"neg"
"PF3D7_0104500",2,1,135,690,18,18,1,100,"neut",-0.323353518653321,-1.57500394772197,0.891015911192248,0.6872,-1.27389910511477,-2.17968605614202,-0.440752919115256,"neg",71.4142755810284,0.00173648802782202,-0.376244199257751,0.279732792284999,0.113076612139954,0.643551416988552,"neg"
"PF3D7_0104600",15,24,618,3368,160,90,1,100,"neg",-1.24857137776289,-1.87820202304949,-0.658178000303225,1,-0.999597643853173,-1.50963606529136,-0.446637175980769,"neg",65.6193955907118,0.00383323764027183,-1.26304449193745,0.472010354223251,0.283427152154286,0.820545053065364,"neg"
"PF3D7_0104700",1,11,357,1775,43,25,1,100,"neg",-1.69726659256548,-2.69017982069095,-0.801970571897762,1,-0.441544557814913,-1.12376124378538,0.300627654118795,"neut",75.3063034089355,0.00157206746539854,-1.63132223621792,0.882644783944471,0.446172446531763,1.85398263999576,"neut"
"PF3D7_0104800",1,2,322,1408,26,25,1,100,"neut",-0.281400206790097,-1.32279134576737,0.770062105023243,0.7064,-1.22391592005183,-2.00751925019419,-0.439806581568666,"neg",72.950460199728,0.00106012347565825,-0.330025427826947,0.294074738854569,0.134317969966795,0.644160727924609,"neg"
"PF3D7_0105200",1,0,286,1417,8,8,1,100,"neut",-0.0186243207184486,-1.40741737501104,1.46618544021766,0.516266666666667,-1.38451803084202,-2.27785804188185,-0.51847121997539,"neg",28.9751708086178,0.000793574026397651,-0.0233620840767643,0.250440553042619,0.102489468834686,0.595427875574693,"neg"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-1.01925861276725,-2.74591617193061,0.754139040571513,0.8824,-0.743434794290655,-1.7142310169419,0.181420295883391,"neut",19.1993590679878,0.00172692006234688,-1.09085554040297,0.475473875103902,0.180108966935132,1.19891523933448,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-1.0294451090847,-2.70577768294947,0.737958767122782,0.877866666666667,-0.75149892911706,-1.67463007024343,0.159918518724809,"neut",19.0901706422478,0.00168135266039599,-1.10057681308453,0.471655451842763,0.187378242821975,1.17340844522125,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-1.03521503773239,-2.58753633188064,0.755729552223495,0.872,-0.734463417248584,-1.74640281674612,0.153005963828216,"neut",19.4244400544779,0.00168619529536081,-1.10522714162589,0.47975819135953,0.1744209697762,1.16532370021765,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-0.98084165646521,-2.77487621702098,0.826616379581378,0.857866666666667,-0.775632050724521,-1.70361808496895,0.214298338848366,"neut",18.4475784130201,0.00172067683283252,-1.05647370519827,0.460410323617501,0.182028043644286,1.23899076958686,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-0.970098357297838,-2.70205552302345,0.684090130718171,0.8648,-0.770699737337682,-1.75051442912422,0.178969798454307,"neut",18.4857094025233,0.00173256023332658,-1.04624786893058,0.462686606830479,0.173708058602169,1.19598062037307,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-1.04001063347175,-2.72169770732234,0.714419447504995,0.873333333333333,-0.737714793895065,-1.61817965804105,0.211553097760473,"neut",18.3183046841273,0.00165431643439153,-1.1122084687348,0.478201045060443,0.198268704938466,1.23559398408624,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-0.984831888585047,-2.64515955442125,0.748163424979435,0.868,-0.751376217743352,-1.7087053399291,0.159056745396558,"neut",19.1873677922429,0.00165659573703773,-1.05866673887715,0.471713326322135,0.181105496340859,1.17239749952931,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-1.01616221891559,-2.64650720278596,0.825220732753495,0.867733333333333,-0.745864167041157,-1.73139437590947,0.157564335830216,"neut",19.7297891748015,0.00165192074778403,-1.08687960068448,0.474320310805881,0.177050262919923,1.17064880528621,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-1.01418639990877,-2.69916958014328,0.727234985963082,0.870666666666667,-0.764017165787501,-1.73834170021905,0.184364880635362,"neut",19.1034224702327,0.00167406381773937,-1.08632494859413,0.465788588206901,0.175827913660431,1.20245105960723,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-1.05332070403578,-2.76472878222611,0.647861998810356,0.886933333333333,-0.738981336205338,-1.73436464457327,0.233411347514248,"neut",19.3905660549247,0.00172049293574911,-1.12211185242515,0.477595841493717,0.176526547953892,1.26289998699322,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-0.993051174759371,-2.58778239605898,0.629319727469885,0.884266666666667,-0.747293777121275,-1.68447412204447,0.137026800565992,"neut",18.0265922641739,0.00168291164302282,-1.06889499241831,0.473642781647514,0.185543504202581,1.14684625217275,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-0.981782199668458,-2.77919489091654,0.68909985360273,0.877866666666667,-0.740301753095079,-1.73393087990605,0.22106021560741,"neut",19.5219172875927,0.00171885854296263,-1.05513761326436,0.476965709404903,0.176602925544303,1.24739732258652,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-0.997360821115634,-2.75921109707329,0.818444341492326,0.8712,-0.744371620586347,-1.77036451625774,0.202927662484652,"neut",19.3137093341725,0.00170236782195018,-1.0701567886891,0.475028700442953,0.170250060104483,1.22498182698877,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-1.02398742768624,-2.78659955492024,0.840321793377097,0.876,-0.723252092061767,-1.7395936583642,0.212757168328055,"neut",19.4207666391702,0.00167238616274305,-1.0947983455352,0.485166470249235,0.175608602175015,1.2370826771445,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-0.99440106935196,-2.70390509810981,0.785189003443153,0.8576,-0.733995899213749,-1.69714327655269,0.238354460695934,"neut",18.6975847274044,0.00170160079151583,-1.06867419599986,0.479982510932638,0.183209276809695,1.26915820657563,"neut"
"PF3D7_0105400",0,2,69,350,3,2,1,100,"neut",-1.02488601283559,-2.66461798468407,0.809192181596861,0.876533333333333,-0.739734368358808,-1.72952426842602,0.150031530307604,"neut",19.7357729968713,0.00164889372046415,-1.09498974083807,0.477236376071603,0.177380849078865,1.16186195607163,"neut"
"PF3D7_0105500",2,1,176,855,6,18,1,100,"neut",0.846838176090486,-0.342268844579063,2.30256794327283,0.0928,-1.65235608267122,-2.54571173527718,-0.804402743764977,"neg",22.8221449387998,0.00171767149461887,1.37317024702061,0.191614332164813,0.0784171547571831,0.447353742073726,"neg"
"PF3D7_0105600",5,10,550,3118,21,29,1,100,"neut",-0.33280260387863,-1.22033862493884,0.559727813835335,0.78,-1.09050105038358,-1.7200044174673,-0.448559867198179,"neg",20.2219580443382,0.00175546409106884,-0.395118682538979,0.33604799856926,0.179073899927009,0.63854674969437,"neg"
"PF3D7_0105700",6,37,1323,7703,188,102,1,100,"neg",-2.06276657672904,-2.73719887647059,-1.44813883482367,1,-0.30503600712628,-0.842433497647844,0.273299577673591,"neut",114.959248419064,0.00120458413697158,-1.90677215442553,1.06089476998112,0.619859981707775,1.89167875879108,"neut"
"PF3D7_0105800",4,4,397,2080,22,36,1,100,"neut",0.208859468725119,-0.817077385019116,1.27411096035598,0.336,-1.41115454777483,-2.20768886570873,-0.671042297105528,"neg",31.1217789407473,0.00169145583136328,0.276098377281948,0.243858685761599,0.109954263177294,0.511165919257208,"neg"
"PF3D7_0105900",4,1,216,1127,28,23,1,100,"neut",-0.37987091972459,-1.39565919252739,0.721751957273746,0.7456,-1.39770943771144,-2.19744106878452,-0.634837923226427,"neg",67.5529848466279,0.00182425466804306,-0.437619106176963,0.247159063897483,0.111086784581742,0.530008559457502,"neg"
"PF3D7_0106000",10,25,426,2294,62,49,1,100,"neg",-1.21971908749577,-1.93667285566334,-0.512929283465228,1,-0.710143707181593,-1.26825042487112,-0.125915604030742,"neg",34.5721801638074,0.00411000741002775,-1.25180146632387,0.629118590318469,0.360053391482822,1.12837244546649,"neut"
"PF3D7_0106100",2,0,202,946,2,23,1,100,"pos",2.14926796394021,0.817861965590794,3.67799639992252,0,-2.20595527672999,-3.13892960279439,-1.33331368074045,"neg",13.9784956385063,0.00141274656316257,7.17085608751009,0.0694731572626172,0.0273262879988168,0.166269031543734,"neg"
"PF3D7_0106200",3,4,97,547,10,1,1,100,"neg",-1.94645765685525,-3.35100200372813,-0.530091020348639,0.995733333333333,-0.548524843312094,-1.38023720581803,0.288754804327716,"neut",26.7631921455338,0.00273017990154899,-1.87510609529387,0.827244863840874,0.360116258792564,1.91098019229393,"neut"
"PF3D7_0106300",5,11,676,3007,15,53,1,100,"neut",0.75047657245521,-0.120629523803672,1.65224165450865,0.0461333333333333,-1.27008288009781,-1.90386591308623,-0.638490380015708,"neg",12.7011248458054,0.00197448550981373,1.19910168080311,0.280802928426368,0.148990965618232,0.528076538883728,"neg"
"PF3D7_0106400",0,1,76,392,7,5,1,100,"neut",-0.839289625647577,-2.40153638523861,0.713511613844786,0.857333333333333,-0.949232464002912,-1.93758688220431,-0.0045335055453717,"neg",58.6011734820372,0.00135577575884548,-0.897881996429315,0.387045365092886,0.144049754051294,0.995462089256473,"neg"
"PF3D7_0106500",5,34,639,3575,141,39,1,100,"neg",-2.90414134332699,-3.59615965939881,-2.22990288698589,1,-0.0316202263361326,-0.573635925745515,0.53586653799684,"neut",117.730715751812,0.00182440562026089,-2.52176323695417,1.5334981173768,0.891841308367691,2.70482675001817,"neut"
"PF3D7_0106600",0,2,145,748,7,2,1,100,"neut",-1.40594291607077,-2.9186769638393,0.112654518747475,0.966133333333333,-0.676572471888667,-1.57222900076526,0.231270057521264,"neut",31.3664887834898,0.00107632248558952,-1.41625772112306,0.508347313496256,0.20758189246571,1.26019859313925,"neut"
"PF3D7_0106700",6,23,675,3425,74,77,1,100,"neg",-1.00270880546841,-1.69518087211725,-0.276428629387237,0.9976,-0.63732493421782,-1.22533539719236,-0.070028028533507,"neg",49.9694084843454,0.00217865678411191,-1.05061355683396,0.650817954435117,0.361496487510324,1.14770138059646,"neut"
"PF3D7_0106800",0,2,122,519,0,2,1,100,"neut",0.21191166724835,-1.74660633466188,2.24168209906078,0.410933333333333,-1.08523023996601,-2.12117051352386,-0.0546495740074364,"neg",1.56923096876093,0.00143924637705928,0.361348359800931,0.337823922857555,0.1198900610492,0.946809275339683,"neg"
"PF3D7_0106900",6,9,333,1868,41,18,1,100,"neg",-1.60430629539396,-2.54232216924577,-0.652242506399753,0.999733333333333,-0.77589546269177,-1.48056903756956,-0.0895576483647571,"neg",47.6922056925258,0.00235101341210517,-1.56783787853491,0.624666112246722,0.308753537208662,1.24085371323408,"neut"
"PF3D7_0107000",1,0,84,419,0,2,1,100,"neut",0.903486935753759,-0.99926312859901,3.01579746558074,0.185066666666667,-1.50387671947331,-2.58454135388085,-0.516573152956157,"neg",2.09495767719187,0.00142421366108025,1.85805074376721,0.222266266962153,0.07543047424081,0.59655923255092,"neg"
"PF3D7_0107100",2,3,243,1385,26,6,1,100,"neg",-1.97929979741127,-3.19605583182734,-0.729838035516203,1,-0.634286404850403,-1.50026970986739,0.14267906669178,"neut",79.3718029884933,0.00115585808361662,-1.85122871651399,0.75620794451831,0.318088846745764,1.64464495673989,"neut"
"PF3D7_0107300",2,0,199,997,13,7,1,100,"neut",-0.604521347364074,-1.93741046950919,0.738469248626002,0.8216,-1.22300369618829,-2.0722913718642,-0.360761822492465,"neg",46.2921337871186,0.0011615965826575,-0.672720675695802,0.294343164313177,0.125894899946372,0.697144887498405,"neg"
"PF3D7_0107500",11,23,767,3579,62,97,1,100,"neut",-0.171962033267186,-0.84049954906233,0.451185957318326,0.693333333333333,-0.987006712067209,-1.50942732632223,-0.439163990286674,"neg",26.7119248663961,0.0029811470354153,-0.209122271679591,0.372692883305438,0.221036040567127,0.644574796851922,"neg"
"PF3D7_0107600",8,33,709,3841,133,71,1,100,"neg",-1.90005011533358,-2.55078983238137,-1.32956476048121,1,-0.401902536688969,-0.913276887568692,0.133641662867453,"neut",77.4486934439332,0.00237687082543333,-1.79045279716644,0.944204746482856,0.566207641221714,1.61307043531721,"neut"
"PF3D7_0107700",1,2,212,1122,16,18,1,100,"neut",-0.389469195159985,-1.47799042629313,0.724673449876124,0.756,-1.1827356657338,-1.98977216277787,-0.402036863295835,"neg",59.5734734146561,0.00124878088909127,-0.448433252092055,0.306438778012368,0.136722681839359,0.668955927975404,"neg"
"PF3D7_0107800",3,21,550,3010,117,47,1,100,"neg",-2.3552503207117,-3.12127262759851,-1.6578595150298,1,-0.239681792837121,-0.811222538048644,0.399169591435203,"neut",131.537909255582,0.00157179559842068,-2.1221418590632,1.17289156579517,0.662282546658362,2.22182981360842,"neut"
"PF3D7_0107900",0,2,125,699,13,13,1,100,"neut",-0.712493289879486,-1.9329114823654,0.438128117920735,0.887733333333333,-0.980239012768665,-1.81694076745982,-0.145421155851449,"neg",72.5554179264607,0.00134010087474334,-0.775209941781503,0.375222779305714,0.162522127166328,0.864657015894896,"neg"
"PF3D7_0108100",5,4,315,1643,61,33,1,100,"neg",-1.08536721665665,-1.95224518803871,-0.178598029763579,0.989333333333333,-1.10425931835644,-1.80410595248365,-0.399902370158866,"neg",96.9022758146371,0.00192184344596893,-1.11652904036074,0.413292779204285,0.205266608338333,0.835903420957432,"neg"
"PF3D7_0108300",28,30,1035,5516,182,136,1,100,"neg",-0.573600771518951,-1.09888967012444,-0.0811393403912665,0.9856,-1.35774954355732,-1.79743077934619,-0.940330698192065,"neg",38.5962225209981,0.00436610683266603,-0.643387365520216,0.292003154226678,0.188122411784063,0.443273841892226,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.702243469380418,-0.745771753962456,2.30109490629803,0.174933333333333,-1.34182493807086,-2.29341587937475,-0.459457688336339,"neg",14.6240661886588,0.00154282131897594,1.09672037050095,0.261362462742868,0.100943323489505,0.631625655649172,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.666342917221677,-0.695993540424147,2.1486617819833,0.1832,-1.35142339403706,-2.24017571305515,-0.50038355488481,"neg",15.0790997801437,0.00158349968225899,1.02679826762205,0.258866163980047,0.106439718510766,0.60629671363006,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.705986844264823,-0.773419948748707,2.16660037444743,0.170933333333333,-1.34744002526693,-2.21468856455754,-0.478309524945347,"neg",14.4354070002543,0.00158770955291524,1.1045567590847,0.259899222598491,0.109187338884387,0.619829590534743,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.668521815909108,-0.833033742461163,2.12773824934219,0.1848,-1.33471095103428,-2.19515819694387,-0.425514211539416,"neg",14.526062913868,0.00154599721458624,1.0323922365653,0.263228141796432,0.111340656119227,0.653433486180479,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.740165779860124,-0.655263669907416,2.19933961895501,0.1592,-1.3684829751522,-2.2571882780219,-0.547609411527769,"neg",14.3763128039917,0.00159469425364704,1.17212936059061,0.254488134003611,0.104644255048641,0.578325675328227,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.742549266117341,-0.70665603674306,2.20834359266028,0.144266666666667,-1.37669820716902,-2.23289779615744,-0.53397394622844,"neg",14.6033207705211,0.00154389151160196,1.17615854481003,0.252406334315557,0.107217183378222,0.586267050961141,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.744323170001265,-0.711106751755553,2.21017018859455,0.165866666666667,-1.36431907784029,-2.25466863013608,-0.48076131714662,"neg",14.2623930506492,0.00159891078554863,1.18082434593692,0.255549843238943,0.104908250378111,0.618311705447584,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.67989788373206,-0.735702904938412,2.18981485075088,0.167466666666667,-1.33045237417347,-2.25136957588665,-0.441384884310915,"neg",14.7029669904209,0.00156846378964562,1.05353390007275,0.264351343582402,0.105254914388364,0.643144839392405,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.702122814262206,-0.69818609150219,2.18678921225669,0.165866666666667,-1.37336574540121,-2.27220134625325,-0.533105358760773,"neg",15.5240734321214,0.00151740059085161,1.09399144771102,0.253248743903942,0.103082021038203,0.586776581460482,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.705756795985521,-0.787225525778928,2.28916699859794,0.1752,-1.34652104030434,-2.27779940663936,-0.455153313148471,"neg",14.3064221494041,0.00160672011799869,1.10450348082381,0.260138139646309,0.102495588674851,0.634350315951317,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.744575353673234,-0.682272764244397,2.18952712968962,0.149066666666667,-1.39052524597251,-2.25273701894618,-0.533185481485347,"neg",14.5499561739296,0.00157539885664196,1.18038361027286,0.248940834467328,0.105111085011953,0.58672956144204,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.696069905037038,-0.637670679545032,2.30948815607825,0.158933333333333,-1.36738462433193,-2.25048524465572,-0.508670778247534,"neg",14.3860870290764,0.00159714715858104,1.08547444690708,0.254767762125232,0.105348034175764,0.601292588840291,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.705710464392984,-0.710941311451435,2.21545946026919,0.168266666666667,-1.36313093060693,-2.28333412128128,-0.496071458131598,"neg",14.636933443836,0.00155360991104344,1.1034170641269,0.255853608076641,0.101919990710718,0.608916930896212,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.705777015355644,-0.745337046626954,2.22099792208631,0.1792,-1.34929639005677,-2.26422585722803,-0.482174363964692,"neg",14.1226313315027,0.00159366323130644,1.10511745472528,0.259417275438049,0.103910406938443,0.617438586560008,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.630655962358583,-0.795596523771434,2.17946387995612,0.201066666666667,-1.33328385346094,-2.24932228067929,-0.448917081698918,"neg",15.2061194525465,0.00153985361128318,0.960020616815059,0.263604006613446,0.105470619248903,0.638318689349576,"neg"
"PF3D7_0108400",0,3,169,820,2,14,1,100,"neut",0.708459940317607,-0.778154408671662,2.22484124107501,0.172,-1.36525971462135,-2.28218341155908,-0.505783337634251,"neg",15.1270339457825,0.00154315265944489,1.10735817648148,0.255309613363809,0.102039317460344,0.603031434258579,"neg"
"PF3D7_0108500",7,10,100,421,43,22,1,100,"neg",-1.41530597038651,-2.35112901932496,-0.589871682991181,1,-0.711787454862155,-1.34197741826103,-0.0481511635169083,"neg",49.6975571622729,0.00840574552828766,-1.41001944709507,0.647072972522763,0.344558442287058,1.25651205954056,"neut"
"PF3D7_0108600",0,2,146,771,14,6,1,100,"neg",-1.48677140519259,-2.86214137278157,-0.155240410400014,0.986666666666667,-0.698156287837066,-1.53804529502009,0.169085995510378,"neut",74.1747361704813,0.00111069803863746,-1.46111569565661,0.6621770075598,0.285897184760731,1.57623089974756,"neut"
"PF3D7_0108700",7,34,494,2778,136,64,1,100,"neg",-2.2279486620408,-2.8853276417232,-1.57246402819271,1,-0.25473694443416,-0.83850727200624,0.285408734477891,"neut",94.2814658423899,0.00288894526618836,-2.03567818048357,1.13949977746573,0.635611079783701,1.95567618416839,"neut"
"PF3D7_0108800",1,1,192,888,2,5,1,100,"neut",0.450663085557956,-1.15508259119538,2.18800962220061,0.293866666666667,-1.38641099528707,-2.3580061817643,-0.483372970993008,"neg",8.55951910868078,0.00122830412815666,0.666927216220745,0.249966996948801,0.0946314451763161,0.616698935010515,"neg"
"PF3D7_0109100",3,0,567,2519,18,28,1,100,"neut",0.75286015006329,-0.360708581554729,1.81274417885895,0.0968,-1.75654145123346,-2.57127300813951,-0.950573415048409,"neg",35.299618138008,0.000833730761007391,1.16880636368153,0.172668788514486,0.0764380444911723,0.386529061357122,"neg"
"PF3D7_0109200",2,1,122,573,1,7,1,100,"neut",0.867650056619685,-0.724261792713739,2.57706187984562,0.152,-1.5652169759066,-2.50587120933336,-0.626373847192819,"neg",7.55317642122883,0.00201338105950076,1.49243544692418,0.209042560186336,0.0815953746814372,0.534512983000431,"neg"
